charactor,text
かばん,火は、だんだん強くしていって、最後はおとなしめに。
かばん,できたら、火を落として、しばらく寝かせます。
かばん,お米と一緒によそったら…。
助手,はあ〜〜。
博士,はあ〜〜。
かばん,完成です！
博士,改めて、ルールを説明するです。
助手,われわれどちらかが美味いと言ったら合格、お前がなんの動物か教えるのです。
博士,では、
助手,さっそく。
博士,しかし、よく見ると、おどろおどろしい見た目なのです。
助手,これで、合っているのですか？
かばん,あ、はい、たぶん。
かばん,あっ、その道具を使って食べるんだそうですよ。 熱いですし。
サーバル,博士達、ほんとに料理詳しいの？
博士,あ、あ、当たり前です。
助手,あなた達を試したのですよ。
博士,からい！
助手,からいのです！
博士,なんですかこれは、食べて大丈夫なのですか！？
助手,水を飲むのです！
博士,これはダメですね。
助手,ダメなのです。
博士,これでは、なんの動物か教えられないのです。
サーバル,えーっ？
かばん,そうですか…。
サーバル,こんなにがんばって作ったのに、いいじゃない！
博士,ダメですね、食べられたもんじゃないのです。
助手,ダメですね、われわれが満足できるまで頑張るのです。
博士,だいたいこれ、食べ物なのですか？
助手,こんなに刺激が強いなんて…。
サーバル,食べてるじゃん！
博士,これは…なぜか…やめられないのです。
助手,病み付きです。 これが…料理ですか…。
かばん,あはっ。
サーバル,あはっ。
助手,合格、です。
博士,教えてやるので、おかわりをよこすのです。
サーバル,さあ、もうお腹いっぱいでしょ。 早く教えてよ。
博士,わかりました。
博士,あなたは…。
博士,ヒトです。
サーバル,そうかー。 やっぱり、ハシビロちゃんの言うとおりだったね。
かばん,うん。
博士,驚かれなかったのです。
助手,ここで、だいたいみんな感動するのです。
サーバル,じゃあさ、ヒトについて、詳しく教えて。
博士,わかったのです。 目立つ特徴としては、二足歩行、コミュニケーション能力、学習能力などがありますが、多様性があり、一言で言いにくい、とても変わった動物です。
助手,群れる、長距離移動ができる、投擲ができる、それなりの大型。 いろいろと特徴がありますが、われわれが大変興味深いのは、道具を作る、使うことです。
助手,このパークにある様々な遺物は、全てヒトが作ったとされています。
サーバル,へえー。 でも、ちょっとだけフレンズと似てるね。
博士,当然です。 われわれフレンズは、動物がヒト化したものと言われているのですよ。
助手,実感は湧きましたか？
かばん,どうでしょうか…。
サーバル,よかったね。 これでなんの動物かわかったから、あとはヒトが住んでいるところまでいこうよ。
サーバル,ねえ博士、ヒトってパークのどこによくいるの？
助手,ヒトはもう、いないのです。
博士,ヒトはもう、絶滅したのです。
かばん,絶滅…？ 
博士,ある日を境に、いなくなったのです。
サーバル,どうして？
助手,ここに住めなかった、ということか。
博士,もしくは、わたし達の知らないところに今もいるのか…。
サーバル,じゃあ、そこを見つけることだね。
助手,いずれにせよ、ヒトに適したちほーにいくのがよいのです。
博士,合わないちほーでの暮らしは、寿命を縮めるのです。
博士,あとひとつ、ヒトの近くには…。
サーバル,そうだ、副賞に何かくれるって言ってたよね。 なになに？
助手,話題騒然、今どこに行っても手に入らない、PPP復活祭のチケット。 しかもVIP待遇で、握手付きです。
助手,と、これも。 
かばん,PPP…？ あと、これって…。
サーバル,おお、すっごーい。 PPPが見られるんだ。
かばん,うん…？
サーバル,えっとね、アイドルって言って、踊ったり歌ったり、なんかすごいんだって。
かばん,もらっちゃっていいんですか？
助手,われわれの頭脳で、運営を手伝ったお礼にもらったのです。
博士,われわれ、騒がしいのは、あまり得意ではないので、あげるのです。
助手,いやー…。 初めて料理が食べられたのです。
博士,満足なのです。
サーバル,えっ？ 他の子って、どうやって教えてもらってるの？
博士,普通に教えてあげるのです。
サーバル,えーっ！？
助手,あそこを通ってくる、文字が読める子なので、料理させたのです。
博士,満腹、満足です。
サーバル,じゃーねー。
かばん,ありがとうございましたー。
博士,かばん。 ヒトの近くには、なぜかセルリアンがよくいたそうです。
助手,道中気を付けるのですよ。
かばん,えっ。
サーバル,大丈夫。 やっつけちゃうから。
助手,サーバルのギャグはいいとして。
サーバル,ギャグじゃないよ！
博士,見かけたら、さっさと逃げることです。 美味しいものを食べてこその、人生なのです。
助手,そして、住処がわかったら、また必ず来るのです。 われわれはおかわりを待っているのですよ。
かばん,はい！
脚本,田辺茂範
作画監督,伊佐佳久
作画,原田優、加藤望、千里紗月、若葉恵、森山文子
美術,白水優子、鈴木凛、後藤律里、田中璃奈
衣装デザイン協力,雪
撮影,石山智之
編集,ヤオヨロズ
ビデオ編集,尾形茂信
編集助手,小林准
編集スタジオ,ビデオテック、海老沢かおる
音響効果,風間結花
録音調整,佐藤敦
録音助手,竹内俊平
録音スタジオ,スタジオインスパイア
音響制作,青二プロダクション
音響制作担当,池田克明、池沢勝斗
オープニングアニメーション,絵コンテ・演出: たつき、作画監督: 伊佐佳久、美術: 白水優子
エンディングテーマ,「ぼくのフレンド」みゆはん、作詞・作曲: みゆはん、編曲: R_Men_Soul
挿入歌,「大空ドリーマー」PPP、作詞・作編曲: halyosy
番組宣伝,大城博章、志村麻奈貴、飯塚彩、矢崎潤、津末達也
宣伝協力,少年エース
取材協力,東武動物公園、いけふくろうカフェ
プランニングマネージャー,石本順也
タイトルロゴデザイン,米田龍平
制作進行,影近直樹
コンテ・演出,たつき
製作,けものフレンズプロジェクトA
フェネック,ほんとにいいお家だねー。
ビーバー,よかったら、泊まっていくといいっすよ。
プレーリー,続きを早く聞かせてであります。
アライグマ,それで、サバンナでその帽子を見つけた時、そこを通ったボスが、なんと喋り出したのだー！
ビーバー,あっ、おれっちも見たっすよ。 ボスが喋るところ。
アライグマ,えーっ！？
プレーリー,アライさんには、なんて言ったでありますか？
アライグマ,えっとー…。 なんだっけフェネック？
フェネック,フレンズやわたし達にとって、とても大事なものが埋設されていることがわかりました。 その場所は…。
イワビー,今週はマーゲイを予習するぜ。 他の動物の鳴き真似をする。
フルル,ものまね！？
プリンセス,ものまね！？
コウテイ,ものまね！？
ジェーン,ものまね！？
プリンセス,じゃあ、ジェーンどうぞ。
ジェーン,マーゲイの鳴き真似。 げぇ〜〜。
コウテイ,そっちなんだ。 マーじゃないんだ。
イワビー,次回、ぺぱぷらいぶ。
サーバル,ここがみずべちほーかー。
かばん,水がいっぱいあるねー。
ラッキービースト,みずべちほーは、水棲の動物がたくさんいるよ。 植物や環境も、水辺にちなんだものが多いよ。
かばん,ライブをやるのって、あそこかなあ？
サーバル,ほんとだ。 フレンズがたくさんいる。
原作,けものフレンズプロジェクト
コンセプトデザイン,吉崎観音
企画,廣部琢之、加藤英治、山田昇、柳田一哉、ビンセント・ショーティノ、柴野達夫、池本浩史、梶井斉、寺井禎浩、濱田直樹、長畑克也、武智恒雄
特別協力,竹林昇、宮原亜希子
シリーズ構成,田辺茂範
作画監督,伊佐佳久
美術監督,白水優子
撮影監督,石山智之
音響監督,阿部信行
オープニングテーマ,「ようこそジャパリパークへ」どうぶつビスケッツ×PPP、作詞・作編曲: 大石昌良
音楽,立山秋航
音楽プロデューサー,内田峻
音楽制作,ビクターエンタテインメント
音楽協力,テレビ東京ミュージック
アニメーション プロデューサー,福原慶匡
アニメーション制作,ヤオヨロズ
プロデューサー,細谷伸之、岡本泰幸、清水美佳、福田聡、秋尾浩史、石垣吉彦、工藤大丈、塩田友、和泉勇一、福田順
監督,たつき
製作,けものフレンズプロジェクトA
サーバル,すっごーい！
かばん,わあー、立派だね。
サーバル,なあにあれなにあれ？ あれがどうなるのかなあ？
かばん,あれが博士達の作った、「ステージ」かなあ？
かばん,すっごいたくさんのフレンズさんだね。
サーバル,PPP大人気だね。
ラッキービースト,あっ。
かばん,わあっ！ ラッキーさんが、もうひとり？
サーバル,そうだよ、ボスってたくさんいるんだよ。 ボス、ふたつもらうね。
サーバル,でも珍しいね、同じ場所にボスがいるなんて。
かばん,そうなんですか？
ラッキービースト,今日はフレンズがたくさんいるからね。
サーバル,でも、これじゃわたし達も見えないよ。 ずっと跳んでるのも大変だし。
サーバル,うーん…。 あっ。 
サーバル,よいしょ。
かばん,ほっ…ふっ…。
サーバル,そうそう、もう一息！
かばん,はあ。
サーバル,上手い上手い。 かばんちゃん、木登り上手くなったね。
かばん,えへへ。
サーバル,見える見える。 ここで見よう。
かばん,特等席だね。
マーゲイ,はあ…はあ…。
マーゲイ,ふう…ふう…。
サーバル,ん？
マーゲイ,うふふふ。 はー、はー、ふふふ。
サーバル,わあっ！ びっくりしたあ。
マーゲイ,ふう…うわあっ！ 何よあんた達、いつの間に。
サーバル,こっちもびっくりしたよー。
かばん,あなたも、PPPを？
マーゲイ,そうよ。 記念すべき初回のイベントを、3代目の立ち上げから見られるなんて。 いい時代に生まれたわ…。 ふへへ、へぇ。
サーバル,早めに来たなら、もっと近くで見れたんじゃない？
マーゲイ,観客ごと見るのが一体感あっていいのよ。 わかってないわね。
かばん,このあと、何があるんですか？
マーゲイ,今日は立ち上げのお披露目と、来週のライブ告知よ。 ペンギンアイドルユニットは、どの世代もすっごい人気なのよ。 そりゃそうよ、あんなかわいい子が、歌って、踊るなんて、人気にならないほうがおかしいわ。 はぁ…。
マーゲイ,実際、今回のライブチケットもすぐなくなっちゃったからね。
サーバル,そうなんだ。 いいものもらっちゃったね。
かばん,よかったね。
マーゲイ,なっ！ そ、それは…ライブ、握手、練習見学付きのPPPプラチナチケットー！ どこでそれを！？
サーバル,ふっふーん。 博士達にもらったんだ。
かばん,あっ、なにか始まるみたいですよ。
かばん,わあー。
サーバル,わあー。
マーゲイ,きゃ〜〜っ！ あははー！ あははー、あはー！
プリンセス,待たせたわね、ロイヤルペンギンのプリンセス！
イワビー,イ、イワトビペンギン、だぜー…の、イワビーだ！
プリンセス,ジェーンの番よ！
ジェーン,あっ！ ジェンツーペンギンの、ジェーンです！ はい！
フルル,フルルー！
プリンセス,な、何ペンギンか言うのよ！
フルル,フンボルトペンギン！
コウテイ,コウテイペンギン、コウテイだ！
PPP,5人揃って！
PPP,ペパプ！ 
PPP,はぁ…。
イワビー,うわー、緊張したー、ダメだー！
ジェーン,もっと、テンポよくお話できればよかったのですが。
イワビー,お客さんがいると、空気が全然違うぜ。
ジェーン,全然いつもどおり話せなかったです。
プリンセス,だらしないわねえ。 あんなにお客さんが見てくれてるのよ。 楽しんでこその、アイドルじゃない。 ほら、コウテイを見習いなさい。
コウテイ,…。 
ロイヤル,気絶してる。
ジェーン,気絶してる。
イワビー,気絶してる。
フルル,ねーねー。
ロイヤル,うん？
ジェーン,うん？
イワビー,うん？
フルル,さっきの丸い石、卵みたいだったよねー。 かわいー。
ロイヤル,う、うん…。
ジェーン,う、うん…。
イワビー,う、うん…。
ジェーン,でも、やっとここまで来ましたね。
イワビー,どうであれ、初めてお客さんの前に出たぜ。
コウテイ,そうだな、あの日からだいたい1年か。
ジェーン,まさか自分達が、伝説のペンギンアイドルをやるだなんて。
イワビー,でも、歌って踊るのは、すっげえ楽しかったけどな。
フルル,一緒に踊るの好きー。
プリンセス,まだまだよ。 初代も2代目も、その名はパーク中に響き渡ってたんだから。
プリンセス,本番までばんばん練習して、わたし達も伝説になるわよ。
PPP,おー！
ジェーン,あああっ！
プリンセス,ダメダメ、全然ダメ。 ジェーンは「泣いたり笑ったり」のところ、あやふやになってるから、ちゃんと覚えなさい。
ジェーン,うう…。 はい。
プリンセス,フルルはマイペース過ぎ。 もっとクイックに。 イワビーは飛ばし過ぎよ。 もうちょと他の子見なさい。
イワビー,はーい。
フルル,はーい。
プリンセス,なにしろみんな硬いわ。 アイドルが苦しそうにしてちゃ、絵にならないでしょ。 完璧にやろうとして、ぎこちなくなってるから、もっといきいき踊りなさい。
イワビー,楽しいんだけどさー、アイドルするのが難しいぜ。
ジェーン,踊るだけでも大変ですもんね。 さらに可愛らしく華やかに…。
コウテイ,初代のコウテイ、踊りもすごく凛々しかったんだろう？ わたしに務まるだろうか…。
コウテイ,それに、リーダーだなんて。 プリンセスがやったほうがよくないか？
プリンセス,あなたはリーダーらしく、ドンとしておくほうがいいのよ。
プリンセス,その分、わたしが華をやるから、 
プリンセス,任せときなさい。
コウテイ,プリンセスはすごいな、振り付けも完璧だし、いきいき踊る。
ジェーン,歌声も、とっても素敵です。
イワビー,よーし、もういっちょ練習するかー！
サーバル,ねーねー。
PPP,ん？
プリンセス,はーい。
サーバル,PPPのスペシャル練習見学って、ここ？
ジェーン,あっ。 博士の知り合い？
コウテイ,どうぞ。 博士にはライブの準備で、お世話になったからね。
サーバル,わーい！ はじめまして、わたしはサーバル。
プリンセス,プリンセスよ。 ようこそ、じっくり見ていくといいわ。
イワビー,ん？ なんだ？ 他にもいるのか？
サーバル,マーゲイ、入りなよ。
マーゲイ,ちょ、ちょっと待って…。 直に話せるなんて、緊張して…。 あっ、いい匂いがする…。
マーゲイ,あっ！
マーゲイ,か、わ、い、い…。 
サーバル,うわっ！
かばん,マーゲイさん！
マーゲイ,えへへ…へへへ…へぇ…はぁ…あはは…。
プリンセス,ダメダメ、またずれてきてるわよ。 ここ盛り上がりだから、びしっと合わせなきゃ。
イワビー,
ジェーン,
コウテイ,
フルル,
ジェーン,少し、よくなってきましたね。
イワビー,でもお客さんの前だと、緊張すんだよなー。
コウテイ,みんな、先代のクオリティを、期待してるだろうからな。
イワビー,そういうこと言うなよ、怖くなってくるだろ。
ジェーン,そうですよ、自分で言って自分で固まらないでください。
フルル,誰かジャパリまん持ってなーい？
プリンセス,まったく、この子は緊張から程遠いわね…。
マーゲイ,ふあー…。 生の掛け合い…ふー、はー。
サーバル,仲よしだね。
かばん,歌も踊りも、とっても素敵です。
プリンセス,どうだった？
サーバル,すっごくよかったよ！
かばん,はい！
マーゲイ,最高、最高です！
マーゲイ,イワビーさんの天性の勢い感、ザ・イワトビポジション！ まさに、「ロックだぜ」！
マーゲイ,ジェーンさんの正統派アイドル感、溢れ出るチームの良識、「がんばります」感がたまりません！
マーゲイ,コウテイさんの、「わたしがリーダーでいいのだろうか…」感！ 初代とはまた違った趣が。 追っかけ心をくすぐります！
マーゲイ,「フルルー」、さんの天然さは、これこそアイドルに必須！ 癒やされますー。
マーゲイ,なんと言っても、それらの支柱にプリンセスさん！ アイドルの概念をパークに復活させるべく、「ゼロからの努力、熱意、練習量」。 骨太…まさに、骨密度の高いペンギンの…！ …あっ。
プリンセス,あなた、何者？ それに、声まで。
マーゲイ,アイドル大好きですから。 
PPP,わー！ すごーい！
ラッキービースト,マーゲイは、動物を引き寄せるために、声真似をするんだって。
かばん,すごいですね。 どっちが話してるか、わからなかったです。
コウテイ,あなた、先代を知ってるの？
マーゲイ,わたしも図書館を始め、他でもいろいろ調べまして。 どの代も、カッコ可愛いですよね…たまらないでしゅ…。
ジェーン,わたしって、ちゃんとジェーンできてますかねえ…？
マーゲイ,大丈夫ですよ。 頑張り屋さんなところがぐっと来ます。
イワビー,初代イワビーって、どんなだった？
マーゲイ,イワビーさんは、あんまり変わらないんじゃないですかね。 いい感じです！
イワビー,おっしゃあ！
コウテイ,わたしはどうだろうか？
フルル,フルルはー？
プリンセス,はいはい！ 練習続けるわよ。 本番が、迫ってるんだから。 このままどんどん上げていくわよ。
PPP,おー！
ジェーン,お客さんぎっしりですよ。
フルル,は〜〜…。
プリンセス,気合入れていくわよ！ 歌い出しのタイミングだけきれいに、サビは周りの子をちゃんと見て。
コウテイ,わかった。
イワビー,よし、今日はいけそうだぜ！
フルル,は〜〜い…。
ジェーン,今！？
プリンセス,この子にはかなわないわね。
マーゲイ,いいですねー…。 こうして並ぶと、4人の時よりボリュームがあって。 プリンセスさん、センターって感じが実にアイドルです。
ジェーン,4人？
サーバル,前は4人だったの？
マーゲイ,そうです。 PPPは初代は4人、2代目は3人、3代目が5人なんですよ。
サーバル,じゃあパワーアップだね！
ジェーン,えっ？ 初代から5人じゃないんですか？
コウテイ,確か、そのはずだが。
イワビー,だよなー？ プリンセス。
プリンセス,もう、本番よ…早く、準備しましょう。
コウテイ,どうした？ 調子悪いのか？
プリンセス,…。
イワビー,気になるじゃねえか。 聞かせてくれよ。
プリンセス,いいったら。 それより振り付けの確認なさいよ。
イワビー,うっ…なんだよ。
プリンセス,ジェーンも今のうちに歌詞の復習。 ほら、フルルも食べるのやめなさい。 それじゃ満足にイベントできないわよ。
ジェーン,プリンセスさんどうしました？ 何か、変ですよ？
コウテイ,落ち着いていこう？
イワビー,お前もしかして、先代の時いなかったとか？ それを、気にしてんのか？
プリンセス,歌って踊れるだけ、あなた達よりいいわ。
ジェーン,プリンセスさん…。
プリンセス,勝手にして。
イワビー,なんだよ、あいつ。
マーゲイ,すみません…！ わたし…。
コウテイ,マーゲイさんは、悪くないよ。
ジェーン,どうしましょう。 もう出なくちゃお客さんが。
コウテイ,追いかけよう。
イワビー,ほっとけよ。 勝手にしろって、言われたじゃねえか。
サーバル,あっ、いた！
かばん,マーゲイさんの言ったとおりだ…。
サーバル,プリンセス。
かばん,早く、戻りましょう。 みなさん、待ってますよ。
プリンセス,あっ。
サーバル,早く戻ろう。 お客さんは待ってくれるって。
プリンセス,ごめんなさい、ゲストのあなた達に、こんなことさせて。
かばん,そんな。 どうしたんですか…？
プリンセス,いいの、もう。
プリンセス,舞台も、怖いから。
サーバル,どうしたの？ プリンセスらしくないよ。
プリンセス,最初から、ずっとこうよ。 今までいなかったロイヤルペンギンが、お客さんに、どう思われるか。
プリンセス,それが怖いから、あの子達を無理に巻き込んだの。
かばん,でも、だから練習頑張ってたんですよね。 マーゲイさんから聞きましたよ。
かばん,立ち上げた時から、プリンセスさんが人一倍練習して、
かばん,みんなを引っ張ってきたって。
プリンセス,う…。
サーバル,とりあえずいこう。 みんな待ってるよ。 
プリンセス,離して。 そんなあの子達にわたし、ひどいこと言っちゃった。 合わせる顔がない。
プリンセス,あの子達なら4人で大丈夫よ。 全員ちゃんとアイドルしてるもの。
サーバル,それ、4人が聞いたらきっと喜ぶよ。 ちゃんと言ってあげよう。
イワビー,わあー、すっげー人だなー。
フルル,いっぱーい。
イワビー,いやー、始まったなー。
コウテイ,改めて、いきさつを話しておくか。
ジェーン,みんな、あの子に声かけられたんだよね。
フルル,びっくりしたよー。 ごはんの最中だったから。
コウテイ,わたしなんて、いきなり「あなたリーダーやりなさい」、だぞ。
イワビー,あいつ、毎度いきなりで、偉そうなんだよー。
プリンセス,ほら、大丈夫よ。
プリンセス,やっぱりみんな、いやいや付き合ってくれてたんだ。
ジェーン,でもね、やってみたら、踊るのも歌うのもすごく楽しかったの。
イワビー,人前で踊るのもな。
コウテイ,プリンセスのおかげだ。
ジェーン,マーゲイから聞いたよ。 こうしてイベントができるように、何度も博士に頼み込んだって。
ジェーン,振り付けや曲について、遅くまで調べたり。 わたし達に教えるために、練習したって。
プリンセス,あっ。
フルル,プリンセス抜きじゃ始まらないよ。
コウテイ,初代を超えるなら、新メンバーぐらい入れないとな。
イワビー,見てんだろ？ さっさといくぜー！
プリンセス,あっ。 …。
マーゲイ,プリンセスの声真似: 見てらんないわね、下手っぴすぎて。
プリンセス,あっ？
マーゲイ,プリンセスの声真似: やっぱりわたしがいないと。 
かばん,プリンセスさん。
サーバル,出番だよ。 
プリンセス,うわあっ！
マーゲイ,プリンセスの声真似: ダメみたいね。
マーゲイ,プリンセスの声真似: ほんっとコウテイは、動きが硬いし、ジェーンは本番に弱いし。
マーゲイ,プリンセスの声真似: イワビーはテンポが先走るし、フルルは何考えてるかわかんないし。
マーゲイ,でも！
プリンセス,でも！
プリンセス,なんだか、いい感じ！ 1曲めいくわよ。
プリンセス,大空ドリーマー！
イワビー,にしても、ちょっと溜め過ぎなんじゃねーの？
プリンセス,え、演出よ演出。 盛り上がったでしょう？
コウテイ,うむ。 やはり5人でこそ、しっくり来るな。
ジェーン,わたし達はこの人数でこそですよ。
フルル,えっ、ペンギンアイドルってずっと5人だったんじゃないの？
イワビー,う、うーん…。
コウテイ,う、うーん…。
ジェーン,う、うーん…。
プリンセス,う、うーん…。
イワビー,今かよ。
フルル,えっ。
ジェーン,フルルさん、さっき聞いてなかったんですか？
コウテイ,フルルらしいな。
フルル,えー。 えーっ。
プリンセス,らしいわ。 あははは。
プリンセス,じゃあ、次の曲、「ようこそジャパリパークへ」！
イワビー,いやー、踊った踊ったー。
ジェーン,緊張しましたー。
コウテイ,反応もよかったな。
サーバル,お疲れさまー。
マーゲイ,すっごくよかったですよ。
かばん,ですよねー。 しっぽがぴょこぴょこしてて。
プリンセス,こほん。 あなた達も、ありがとう。 それから、マーゲイ！
マーゲイ,は、はい！
プリンセス,あなた、わたし達のマネージャーなさい。 というか、決定よ！
マーゲイ,はーっ、ぜひ！
イワビー,次は、海の近くでライブがしたいぜ。
マーゲイ,それなら、泳ぎもパフォーマンスに！
サーバル,海？
イワビー,知らないのか？ パークの周りは、ぜーんぶ海なんだぞ。
サーバル,そうなんだー。
フルル,そうなんだー。
イワビー,いや、お前は知ってるだろ！
コウテイ,ヒトの住んでたところを探してるんだって？
ジェーン,ヒトって、どんな動物なんですか？
プリンセス,確か最後、港で目撃されたのよね。
かばん,えっ、そうなんですか？
プリンセス,えっ、でも、相当昔よ。 もういないでしょう。
コウテイ,なんでヒトを探してるんだ？
かばん,ぼくも、ヒトらしくって。 ヒトの住んでたちほーを探してるんです。
ジェーン,縄張りが思い出せないなんて、大変ですね。
かばん,いえ、ヒントが見つかりました。 港に行ってみます！
コウテイ,がんばってね。 きっと何か見つかるよ。
かばん,はい！
ジェーン,そう言えばコウテイさん、生まれ故郷まで200km歩くんでしたっけ。
コウテイ,そうだよ。 さらに100日絶食したり、我ながら困難な生き方してたよ…。
プリンセス,コウテイ、そういうの好きだもの。
フルル,そういうの、マゾって言うんだよね。
イワビー,なーんでお前はそういうのだけ詳しいんだ？
脚本,田辺茂範
作画監督,伊佐佳久
作画,原田優、加藤望、千里紗月、若葉恵、森山文子
美術,白水優子、鈴木凛、後藤律里、田中璃奈
衣装デザイン協力,雪
撮影,石山智之
編集,ヤオヨロズ
ビデオ編集,尾形茂信
編集助手,小林准
編集スタジオ,ビデオテック、海老沢かおる
音響効果,風間結花
録音調整,佐藤敦
録音助手,竹内俊平
録音スタジオ,スタジオインスパイア
音響制作,青二プロダクション
音響制作担当,池田克明、池沢勝斗
オープニングアニメーション,絵コンテ・演出: たつき、作画監督: 伊佐佳久、美術: 白水優子
エンディングテーマ,「ぼくのフレンド」みゆはん、作詞・作曲: みゆはん、編曲: R_Men_Soul
挿入歌,「大空ドリーマー」PPP、作詞・作編曲: halyosy
番組宣伝,大城博章、志村麻奈貴、飯塚彩、矢崎潤、津末達也
宣伝協力,少年エース
取材協力,The Belize zoo、雷神inc.、Tiny、Kimi Tang、名古屋港水族館
プランニングマネージャー,石本順也
タイトルロゴデザイン,米田龍平
制作進行,影近直樹
コンテ・演出,たつき
製作,けものフレンズプロジェクトA
ライオン,パース！ 蹴って蹴って！
アライグマ,なに！？
アライグマ,よくわからないが、まかせ…。 
アライグマ,ぐえー！
フェネック,はーい、よっと！ 
ライオン,やったー！
ヘラジカ,おい待て、反則だろ。
アライグマ,つまり、そいつは帽子泥棒なのだ！
ヘラジカ,うーん。 見えんな。
ライオン,そんな子じゃないねー。
アライグマ,あんな巨悪を許しては、パークの危機なのだ！
ハシビロコウ,勘違いじゃあ…？
フェネック,たぶん、勘違いなんだけどねー。
アライグマ,フェネックまでー！
ジェーン,今週は、キタキツネを予習しましょう。 寝たふりをして獲物を狩る、らしいですよ。
イワビー,PPPの中で、嘘が上手いのって誰だ？
コウテイ,わたしは知っている、フルルが上手いぞ。
イワビー,えー！ そうなのー？
プリンセス,えー！ そうなのー？
ジェーン,次回、ゆきやまちほー。
サーバル,わたし、先走っちゃった。 本物の海に、入りたかったな…。
かばん,サーバルちゃん？ 大丈夫？
サーバル,わたしの旅は、ここまでみたい。 あっ。 
かばん,あっ！ サーバルちゃん！
かばん,どうして…どうしてこんなことに…。
原作,けものフレンズプロジェクト
コンセプトデザイン,吉崎観音
企画,廣部琢之、加藤英治、山田昇、柳田一哉、ビンセント・ショーティノ、柴野達夫、池本浩史、梶井斉、寺井禎浩、濱田直樹、長畑克也、武智恒雄
特別協力,竹林昇、宮原亜希子
シリーズ構成,田辺茂範
作画監督,伊佐佳久
美術監督,白水優子
撮影監督,石山智之
音響監督,阿部信行
オープニングテーマ,「ようこそジャパリパークへ」どうぶつビスケッツ×PPP、作詞・作編曲: 大石昌良
音楽,立山秋航
音楽プロデューサー,内田峻
音楽制作,ビクターエンタテインメント
音楽協力,テレビ東京ミュージック
アニメーション プロデューサー,福原慶匡
アニメーション制作,ヤオヨロズ
プロデューサー,細谷伸之、岡本泰幸、清水美佳、福田聡、秋尾浩史、石垣吉彦、工藤大丈、塩田友、和泉勇一、福田順
監督,たつき
製作,けものフレンズプロジェクトA
かばん,おおー！
サーバル,おおー！
ラッキービースト,これからここを越えるよ。
サーバル,うおー！
かばん,寒そうだね。
ラッキービースト,越えた先には温泉があるよ。
かばん,おんせん…？
ラッキービースト,温かいお湯に入れるところだよ。
サーバル,なにそれなにそれ。 楽しみだなー！
ラッキービースト,通り道には、樹氷なんかもあるよ。 かまくらも作ろうか。 ゴールは温泉だね。
かばん,はー！ なんだか楽しそう。
サーバル,雪山ガイドだね。 レッツゴー！
サーバル,ボスー、またー？
かばん,なるほど、雪って、滑りやすいんだね。
ラッキービースト,ちょっと待ってね。
サーバル,おおー…。
かばん,おおー…。
サーバル,わーい！ すいすいいくね。 これなら、走り放題だよ。
ラッキービースト,ゆきやまちほーは、冷帯・寒帯の気候になるよ。 樹木が見られる、ぎりぎりの温度だね。 寒いのに強い針葉樹林がほとんどだよ。 この辺りは降水量もあるから、雪がたくさんあるね。
サーバル,わたし、雪って初めて！ 触ってみたい！
かばん,わあっ、触ってみたいね！
ラッキービースト,わかった。 
サーバル,うわ〜〜。 
サーバル,あっ。 冷たっ。
サーバル,わぁー！ 冷たい、冷たい！
かばん,不思議…。
サーバル,わーい！ 
かばん,あはは、きれいだね。
サーバル,おおっ？
サーバル,あそこの白いのは何？
かばん,ほんとだ。
ラッキービースト,あれは源泉だね。 あそこで出たお湯を、麓の温泉まで引いてるんだよ。
かばん,おゆ？
サーバル,なにそれなにそれ。 見てみたい！
ラッキービースト,ちょっと見ていこうか。
サーバル,真っ白だね。
かばん,この辺にも、動物いるのかなあ。
ラッキービースト,雪山にも動物はいるよ。 雪と似た白い保護色の動物が多いから、見つかりにくいかもしれないね。 寒いところで暮らすために、長い体毛の動物が多いよ。
かばん,そういえば、ちょっと寒いね。
かばん,あと、天気が。 大丈夫かな…。
サーバル,大丈夫だよ。 ちょっとお湯を見るだけだし。 楽しみだね！
サーバル,こんなに天気が変わるなんて、前が見えないよ。
かばん,どうしよう、ラッキーさんも、固まっちゃってるし。
サーバル,こんなに寒いところ、初めて来たよ。 体も冷えてきたね。
かばん,そ、そうだね。 うーん…。
かばん,ああっ。 サーバルちゃん、さっき聞いた、あれを作ろう。
サーバル,ああ？
かばん,できた！
サーバル,おおー！
かばん,ここで様子見よう。
サーバル,すごーい！ なんで…？
かばん,さっき、雪を握ったら固まったから、こういうこともできないかなって。
サーバル,かばんちゃん、ほんとにいろんなことに気付くよね。
サーバル,風が当たらないだけで、だいぶあったかいよ。
かばん,よかった。
サーバル,止まないね。
かばん,うん…。
キタキツネ,そこから聞こえる。 うん、そこ。
ギンギツネ,ここね、わかった。
かばん,わぁー！ 食べないでくださいー！
ギンギツネ,わー！ いっぱいいるー！
ギンギツネ,わたしは、ギンギツネ。
ギンギツネ,こっちの子が、キタキツネ。
キタキツネ,よろしく…。
ギンギツネ,この子が、何か聞こえるって言うから、覗いたの。 不思議なもの作るのね。
サーバル,こっちこそ、びっくりしたよ。
かばん,いきなり顔が出てくるなんて。
ギンギツネ,わたし達キツネは、ああやって獲物を狩るのよ。
ギンギツネ,雪の中にいる獲物の音を聞いて、目星をつけたら、ジャンプ！ して、顔を突っ込むのよ。
キタキツネ,違うよ、磁場を感じるんだよ。
